player_display_name,season,week,avg_cushion,avg_separation,avg_intended_air_yards,percent_share_of_intended_air_yards,receptions,targets,catch_percentage,yards,rec_touchdowns,avg_yac,avg_expected_yac,avg_yac_above_expectation,player_jersey_number
Adam Thielen,2017,8.470588235294118,5.64180335514159,2.7729093595420475,10.751453306750323,38.33690862615906,10.705882352941176,16.705882352941178,64.76020596360281,150.11764705882354,0.47058823529411764,4.74550292681175,4.3229424293291565,0.4225604974825936,19.0
Adam Thielen,2018,7.4,5.706048798423798,2.8329593369876753,9.764382529980054,35.89961985231671,14.733333333333333,20.0,74.01714315955802,179.26666666666668,1.2,4.1072807848821125,3.422561988769468,0.6847187961126442,19.0
Adam Thielen,2019,3.3333333333333335,6.427152777777778,2.9003824788426757,12.714965277777779,38.8496890690009,8.833333333333334,13.833333333333334,63.47222222222222,123.5,1.6666666666666667,4.025801587301587,4.129736738560645,-0.10393515125905843,19.0
Adam Thielen,2020,7.461538461538462,5.94941759309067,2.5778242632571775,13.125959348343962,38.01401801211922,10.76923076923077,15.76923076923077,66.28735224889071,136.3846153846154,2.076923076923077,3.331271367521368,2.841690511882947,0.4895808556384211,19.0
Adam Thielen,2021,6.0,5.911510267510267,3.154305913087106,9.569197028118081,31.285684333837512,11.636363636363637,16.545454545454547,68.46526280736806,124.72727272727273,1.8181818181818181,3.6402236989981223,3.4660083937221415,0.1742153052759804,19.0
Adam Thielen,2022,7.846153846153846,6.134638439991381,2.7259627711878385,10.038573222986773,27.38583744193607,9.923076923076923,15.076923076923077,63.41757671196923,100.46153846153847,0.7692307692307693,2.3597942612942613,3.4503226679215326,-1.0905284066272716,19.0
Adam Thielen,2023,8.866666666666667,6.301934185056137,3.015319018732098,7.7106389391765315,28.742955864689105,13.4,17.733333333333334,75.37478431274052,133.46666666666667,0.5333333333333333,3.414780634360246,4.360146096241854,-0.9453654618816081,19.0
Adam Thielen,2024,12.0,6.4540978535353535,2.878970309839153,11.132153522552718,27.694860704954344,11.0,14.125,77.58326351068287,138.0,1.25,2.92948611111111,2.9854999331200585,-0.05601382200894872,19.0
Adam Trautman,2021,7.8,6.032466666666667,3.3169646596905267,5.564678571428571,14.895891500912338,3.8,6.6,57.26190476190476,31.8,0.2,2.832399999999999,4.5457576754275495,-1.7133576754275495,82.0
Adam Trautman,2023,3.0,4.991666666666667,4.4112172623821495,5.229000000000001,16.10133950487411,4.5,5.0,90.0,30.0,0.5,2.825999999999999,4.12831647915868,-1.3023164791586805,82.0
Adonai Mitchell,2024,4.0,6.4052807726864325,3.080309037375712,12.700974025974027,20.764839532983956,8.5,18.25,54.74025974025974,105.75,0.0,3.099710144927535,4.3232795299971585,-1.2235693850696228,10.0
Ainias Smith,2024,18.0,6.811666666666667,2.585254457376144,6.240000000000002,14.106476771787053,4.0,6.0,66.66666666666666,35.0,1.0,3.909999999999997,3.008578477923038,0.901421522076959,82.0
Albert Okwuegbunam,2020,6.5,7.725666666666667,3.108014652679291,9.56607142857143,15.898820237545136,4.5,6.5,66.66666666666666,52.5,0.0,10.242142857142856,7.4744751687223765,2.76766768842048,85.0
Albert Okwuegbunam,2021,11.5,6.296250000000001,3.666035085987173,1.5080000000000002,4.227283214313276,4.5,5.0,90.0,33.0,0.5,6.192499999999999,4.449491102966727,1.743008897033273,85.0
Albert Okwuegbunam,2022,9.0,4.538499999999999,3.1577500997180925,4.799999999999999,18.611877753555753,4.0,6.0,66.66666666666667,39.0,0.5,5.341333333333334,5.131348687437382,0.2099846458959524,85.0
Albert Wilson,2016,6.0,6.910695707070707,3.3920243673766906,8.176786881419234,20.78523472953935,8.0,14.166666666666666,51.876750700280105,67.5,0.5,4.250624551971325,4.959832318755796,-0.7092077667844713,12.0
Albert Wilson,2017,10.428571428571429,6.6589622071050645,4.043466998137652,5.36925930636184,12.840108471803564,10.142857142857142,15.0,67.20524866838231,129.85714285714286,0.5714285714285714,7.833340136054423,7.24784806351368,0.5854920725407429,12.0
Albert Wilson,2018,4.25,6.0682222222222215,3.7404134663901245,7.808,24.870252814196473,4.5,6.5,69.16666666666666,63.5,0.75,11.723708333333335,7.0760590993889725,4.647649233944361,15.0
Albert Wilson,2019,11.25,7.035791895604396,3.490991878055858,4.896084581413209,9.164433573370859,9.875,13.625,76.67530721966206,81.75,0.125,4.166960409745294,4.095299038511777,0.07166137123351823,15.0
Albert Wilson,2021,9.25,6.722083333333333,3.7400009557000486,3.1243125000000003,6.041731782972503,4.25,6.25,70.0,37.5,0.0,7.0478749999999994,6.9330067266144475,0.11486827338555128,2.0
Aldrick Robinson,2016,14.5,6.066333333333333,2.2610082888163188,12.972333333333335,32.404674011845195,3.5,5.5,65.0,76.5,0.0,8.490416666666667,4.9138484522704164,3.576568214396249,19.0
Aldrick Robinson,2017,4.75,6.765116341991342,3.2391607641425866,13.112104166666665,22.720441049060547,6.5,18.25,32.39583333333333,99.0,0.75,2.8007017543859654,2.6150632154817153,0.18563853890425033,19.0
Aldrick Robinson,2018,13.0,6.406666666666666,4.6650438743628495,14.153333333333334,43.4328968903437,5.0,9.0,55.55555555555556,37.0,0.0,3.78,4.453035780132177,-0.6730357801321771,17.0
Alec Pierce,2022,8.2,6.062561691086691,1.8383602821524956,12.931981105006106,35.14068112846426,7.2,13.6,51.8476800976801,117.55555555555556,0.4,2.807099141824752,2.3449245163680663,0.4621746254566854,14.0
Alec Pierce,2023,9.125,5.997848901098901,2.3444801588502844,14.677038003663004,28.930521249064405,6.5,13.375,47.7014652014652,99.125,0.375,2.725885416666666,2.903597455137325,-0.1777120384706593,14.0
Alec Pierce,2024,8.166666666666666,6.288796526340005,2.6963141465704097,18.44970968484012,36.098053398382156,9.333333333333334,17.166666666666668,53.699102829537615,185.66666666666666,1.8333333333333333,3.1382102102102087,3.058093443259645,0.08011676695056409,14.0
Alex Erickson,2017,2.0,5.93,2.1865863883644163,12.76,22.228028917341693,4.0,6.0,66.66666666666666,62.0,0.0,0.9449999999999984,2.0546826857858065,-1.109682685785808,12.0
Alex Erickson,2018,16.0,6.18,3.102727264472122,8.091000000000001,16.459577151938714,4.5,5.5,80.0,43.0,0.0,4.923333333333334,2.8404771881887427,2.082856145144591,12.0
Alex Erickson,2019,9.88888888888889,6.613851851851852,2.5502144222473406,9.160669888753223,21.850440676405125,8.444444444444445,15.444444444444445,51.97191697191697,106.55555555555556,0.0,6.163605727820844,4.3629314187755535,1.8006743090452906,12.0
Alex Erickson,2020,16.0,5.635,3.749726040823054,8.58,15.98608825264727,6.0,6.0,100.0,88.0,0.0,6.086666666666666,6.4609347141084,-0.3742680474417339,12.0
Alex Erickson,2023,16.333333333333332,6.632023809523809,2.5492136637833016,9.590071428571427,21.235919733951032,3.3333333333333335,6.666666666666667,47.26190476190476,45.333333333333336,0.0,5.39047619047619,4.530396264422879,0.8600799260533117,82.0
Allen Hurns,2016,5.444444444444445,6.391525613275613,2.66282729016693,10.651104332801701,23.299631610445942,7.444444444444445,15.777777777777779,48.34928229665072,99.77777777777777,0.5555555555555556,5.912992063492064,6.732135980653452,-0.8191439171613883,88.0
Allen Hurns,2017,6.666666666666667,5.276241822991823,2.4419897164712974,9.926766534391533,23.62146709209399,10.666666666666666,15.833333333333334,65.93915343915343,136.16666666666666,0.5,5.795542735042737,5.306457329085497,0.4890854059572403,88.0
Allen Hurns,2018,5.666666666666667,5.685222222222222,1.2669682133427453,11.858666666666666,21.518292191912177,2.6666666666666665,5.333333333333333,47.77777777777778,52.0,0.0,2.602,1.0575363995237523,1.5444636004762475,17.0
Allen Hurns,2019,9.25,5.934918831168831,2.9300886341974532,10.608290906788248,19.428646525787805,11.25,17.0,63.59865754812563,144.75,0.75,3.030203124999999,4.830572995898064,-1.8003698708980647,17.0
Allen Lazard,2019,9.5,6.2170296296296295,2.7800358510280305,12.986854344729345,22.274274723977005,9.333333333333334,14.166666666666666,67.14387464387464,120.83333333333333,0.8333333333333334,3.923051587301588,4.227955824283302,-0.3049042369817137,13.0
Allen Lazard,2020,6.4,5.893716666666667,3.87203954445906,10.681330434782609,26.546070662400133,10.2,14.2,71.34782608695653,144.2,1.0,7.225463636363635,7.059851199119682,0.1656124372439544,13.0
Allen Lazard,2021,11.25,5.7482291666666665,2.4221793642464284,10.818577380952382,27.01774444558568,8.625,12.625,69.04761904761905,110.0,1.875,4.646677083333334,4.22411197518632,0.4225651081470152,13.0
Allen Lazard,2022,9.083333333333334,5.214884534116677,2.62623721905933,12.315598761423763,33.86089716515193,9.333333333333334,15.666666666666666,62.172318422318426,123.91666666666667,0.9166666666666666,4.399569444444444,4.123686022240281,0.2758834222041639,13.0
Allen Lazard,2023,7.5,6.305948979591837,1.909724888733541,11.096715419501132,20.92984276058803,5.833333333333333,12.833333333333334,43.378684807256235,75.16666666666667,0.16666666666666666,2.4518357487922717,3.6220405860921336,-1.1702048372998621,10.0
Allen Lazard,2024,5.333333333333333,5.391139898357004,2.5303948839252755,9.74891798941799,27.31280476523986,10.0,16.333333333333332,60.16534391534392,140.83333333333334,1.6666666666666667,3.8943438438438425,3.583392087157412,0.31095175668643116,10.0
Allen Robinson,2016,8.133333333333333,4.637853434343435,2.000247586981541,14.13526777126479,42.19832806735485,9.533333333333333,19.666666666666668,47.937909772346856,115.0,0.8,2.713613843589186,3.83020778187502,-1.1165939382858339,15.0
Allen Robinson,2018,8.166666666666666,5.638720136345136,1.9439846198922897,11.56448883400878,33.01721953686652,8.833333333333334,15.0,57.2535320274682,120.66666666666667,0.5833333333333334,4.6466666666666665,3.2971295091486845,1.3495371575179818,12.0
Allen Robinson,2019,8.647058823529411,5.051962379124144,2.28995628712218,11.055522197573667,39.51296378908187,11.529411764705882,18.11764705882353,64.09094173800057,134.94117647058823,0.8235294117647058,2.8799438442043486,3.168489686698044,-0.28854584249369536,12.0
Allen Robinson,2020,8.4375,5.671400211612968,2.2645739069419486,9.840389517583226,34.01520680219152,12.5,18.625,66.56140711293857,151.875,0.75,3.6406352124183003,3.4660364633301026,0.17459874908819778,12.0
Allen Robinson,2021,6.875,7.149690476190477,2.0097019715295636,11.013968614718616,29.592945978254615,8.0,14.125,56.158008658008654,84.25,0.125,2.6471929824561395,2.759934446161027,-0.11274146370488791,12.0
Allen Robinson,2022,5.8,4.700332051282051,2.1487723795204756,9.116408608058608,22.803538204420807,6.5,10.2,63.822344322344314,66.6,0.6,2.6584757575757587,3.1830544655844104,-0.5245787080086524,1.0
Allen Robinson,2023,2.0,6.650842198581561,2.571004402468605,7.34263888888889,16.362285682768622,14.333333333333334,21.666666666666668,62.26851851851851,122.0,0.0,2.5453333333333332,2.2915063127687705,0.2538270205645632,11.0
Alshon Jeffery,2016,6.416666666666667,5.270230211768518,2.3333018111181034,14.229610356694133,34.269809557789486,8.583333333333334,15.416666666666666,58.36719033527544,136.0,0.3333333333333333,3.6845157203907206,3.7165616129960797,-0.032045892605358985,17.0
Alshon Jeffery,2017,7.5,4.895775742115028,1.6461371702819583,14.250196327482042,36.38582869179411,7.857142857142857,16.571428571428573,47.27869352869352,109.92857142857143,1.2857142857142858,4.551568743286788,2.9437989388125874,1.6077698044742008,17.0
Alshon Jeffery,2018,9.692307692307692,5.320011599511599,2.446526359339177,11.036427536231884,30.983523846074338,9.76923076923077,13.923076923076923,70.60572277963583,126.23076923076923,0.9230769230769231,5.07980776275007,3.7572384532637453,1.3225693094863247,17.0
